"adverb_type","part1","part2","Year","Sex","Class","Role"
"other","very","good",1762,"m","Higher class","lawyer"
"other","very","good",1762,"m","Higher class","lawyer"
"other","most","excellent",1762,"m","Higher class","lawyer"
"other","so","particular",1762,"m","Higher class","lawyer"
"other","very","honest",1762,"m","Higher class","lawyer"
"other","most","intricate",1762,"m","Higher class","lawyer"
"other","so","bad",1762,"m","Higher class","lawyer"
"other","very","cold",1762,"m","Higher class","lawyer"
"ly ending","totally","ignorant",1762,"m","Higher class","lawyer"
"other","very","ill",1762,"m","Higher class","lawyer"
"other","very","lusty",1762,"m","Higher class","lawyer"
"other","very","honest",1762,"m","Higher class","judge"
"other","very","industrious",1762,"m","Higher class","witness"
"other","very","good",1762,"m","Higher class","witness"
"other","very","ill",1762,"m","Higher class","witness"
"other","very","sure",1762,"m","Higher class","witness"
"other","very","sorry",1762,"f","Higher class","witness"
"other","very","attentive",1762,"m","Higher class","witness"
"other","very","ill",1762,"m","Higher class","witness"
"other","very","uneasy",1762,"m","Higher class","witness"
"other","very","sorry",1762,"m","Higher class","witness"
"other","too","good",1762,"f","Higher class","defendant"
"other","too","little",1762,"f","Higher class","defendant"
"other","very","sorry",1762,"f","Higher class","defendant"
"other","very","honest",1762,"f","Higher class","witness"
"other","very","uneasy",1762,"m","Higher class","victim"
"other","very","busy",1762,"m","Higher class","witness"
"other","well","satisfied",1762,"m","Higher class","witness"
"other","very","glad",1762,"m","Higher class","witness"
"other","very","great",1762,"m","Higher class","witness"
"other","very","best",1762,"m","Higher class","witness"
"ly ending","entirely","innocent",1762,"m","Higher class","defendant"
"other","very","lame",1762,"m","Higher class","witness"
"other","very","good",1762,"m","Higher class","witness"
"other","quite","false",1762,"f","Lower class","defendant"
"other","very","low",1762,"f","Lower class","defendant"
"other","very","ill",1762,"f","Lower class","defendant"
"other","very","uneasy",1762,"f","Lower class","defendant"
"other","very","honest",1762,"f","Lower class","witness"
"other","very","bad",1762,"m","Higher class","witness"
"other","so","good",1762,"m","Higher class","witness"
"other","very","fine",1762,"m","Higher class","witness"
"other","very","light",1762,"m","Higher class","witness"
"other","very","glad",1762,"m","Higher class","witness"
"other","very","sure",1762,"m","Lower class","witness"
"other","very","good",1762,"m","Lower class","witness"
"ly ending","excessively","immodest",1762,"f","Lower class","defendant"
"other","very","lame",1762,"m","Lower class","witness"
"other","very","innocent",1762,"m","Lower class","defendant"
"other","very","industrious",1762,"m","Lower class","witness"
"other","very","close",1762,"m","Lower class","witness"
"other","very","sorry",1762,"m","Lower class","defendant"
"other","very","poor",1762,"m","Higher class","witness"
"other","very","blind",1762,"m","Higher class","witness"
"other","very","plain",1762,"m","Higher class","witness"
"other","very","honest",1762,"m","Lower class","witness"
"other","very","honest",1762,"m","Lower class","witness"
"other","so","large",1762,"m","Lower class","witness"
"other","very","honest",1762,"m","Lower class","witness"
"other","very","good",1762,"m","Lower class","witness"
"other","very","sorry",1762,"m","Lower class","defendant"
"other","very","hard-working",1762,"m","Lower class","witness"
"other","very","angry",1762,"m","Lower class","victim"
"other","very","angry",1762,"m","Lower class","victim"
"other","very","innocent",1762,"m","Lower class","defendant"
"other","very","officious",1763,"m","Higher class","victim"
"other","so","officious",1763,"m","Higher class","victim"
"other","too","young",1763,"m","Higher class","witness"
"other","so","good",1763,"m","Higher class","victim"
"other","so","careless",1763,"m","Higher class","witness"
"other","very","bad",1763,"m","Lower class","witness"
"other","very","false",1763,"f","Lower class","defendant"
"other","quite","friendless",1763,"f","Lower class","witness"
"other","very","bad",1763,"f","Higher class","person"
"other","very","sorry",1763,"m","Higher class","witness"
"other","very","sensible",1763,"m","Higher class","witness"
"other","very","bad",1763,"m","Higher class","witness"
"other","so","cheap",1763,"m","Lower class","defendant"
"other","very","good",1763,"m","Lower class","defendant"
"other","very","busy",1763,"m","Lower class","witness"
"other","so","sure",1763,"m","Lower class","witness"
"other","very","dark",1764,"m","Higher class","lawyer"
"other","very","sensible",1764,"m","Higher class","witness"
"other","very","great",1764,"m","Higher class","witness"
"other","so","inclined",1764,"m","Higher class","witness"
"other","very","good",1764,"m","Higher class","witness"
"other","very","safe",1764,"m","Higher class","witness"
"other","very","innocent",1764,"m","Higher class","witness"
"other","very","good",1764,"m","Higher class","witness"
"other","very","strange",1764,"m","Higher class","victim"
"other","so","bad",1764,"f","Higher class","witness"
"other","very","unworthy",1764,"f","Lower class","defendant"
"other","so","light",1764,"f","Lower class","victim"
"other","so","foolish",1764,"m","Higher class","witness"
"other","very","good",1764,"m","Higher class","witness"
"other","very","just",1764,"m","Higher class","witness"
"other","so","proper",1764,"m","Higher class","witness"
"other","very","valuable",1764,"m","Lower class","witness"
"other","more","afraid",1764,"m","Higher class","witness"
"other","very","honourable",1764,"m","Lower class","victim"
"other","very","fine",1764,"f","Lower class","victim"
"other","very","impudent",1764,"f","Lower class","victim"
"other","very","rude",1764,"f","Lower class","victim"
"other","very","sorry",1764,"m","Lower class","defendant"
"other","so","great",1764,"m","Lower class","witness"
"other","very","little",1764,"m","Lower class","witness"
"other","very","nasty",1764,"m","Lower class","witness"
"other","very","sorry",1764,"m","Lower class","witness"
"other","very","bad",1764,"m","Lower class","witness"
"other","very","bad",1764,"m","Lower class","victim"
"other","so","wide",1764,"m","Lower class","victim"
"other","so","wide",1765,"m","Higher class","witness"
"other","very","alarming",1765,"m","Higher class","witness"
"other","very","bad",1765,"m","Higher class","witness"
"other","very","large",1765,"m","Higher class","witness"
"other","very","public",1765,"m","Higher class","lawyer"
"ly ending","mighty","civil",1765,"m","Higher class","lawyer"
"ly ending","entirely","false",1765,"m","Higher class","judge"
"other","very","intimate",1765,"m","Higher class","judge"
"other","so","drunk",1765,"m","Higher class","judge"
"other","more","careful",1765,"m","Higher class","judge"
"other","very","drunken",1765,"m","Higher class","witness"
"other","so","long",1765,"m","Higher class","witness"
"other","so","iniquitous",1765,"m","Higher class","witness"
"other","very","voluntary",1765,"m","Higher class","victim"
"other","very","bad",1765,"f","Lower class","witness"
"other","very","bad",1765,"f","Lower class","witness"
"other","very","ill",1765,"f","Lower class","witness"
"other","very","particular",1765,"m","Higher class","witness"
"other","very","improper",1765,"m","Higher class","witness"
"other","quite","open",1765,"f","Higher class","witness"
"other","very","sure",1765,"f","Higher class","witness"
"other","very","bad",1765,"f","Higher class","victim"
"other","very","ill",1765,"f","Higher class","victim"
"other","so","good",1765,"m","Higher class","victim"
"ly ending","prodigiously","ragged",1765,"m","Higher class","victim"
"other","very","bad",1765,"m","Higher class","victim"
"other","very","pert",1765,"m","Higher class","victim"
"other","very","abusive",1765,"m","Higher class","victim"
"other","so","good",1765,"m","Lower class","witness"
"other","so","careful",1765,"m","Higher class","witness"
"other","very","innocent",1765,"m","Higher class","victim"
"other","very","good",1765,"m","Higher class","witness"
"other","very","small",1765,"f","Higher class","witness"
"other","quite","plain",1765,"f","Higher class","witness"
"other","very","bad",1765,"f","Higher class","witness"
"other","very","bad",1765,"f","Higher class","witness"
"other","very","unhappy",1765,"f","Higher class","witness"
"other","very","honest",1765,"m","Higher class","witness"
"other","very","remarkable",1765,"m","Higher class","victim"
"other","very","sorry",1765,"m","Higher class","victim"
"other","very","decent",1765,"m","Higher class","victim"
"other","very","regular",1765,"m","Higher class","victim"
"other","very","sober",1765,"m","Higher class","witness"
"other","very","high",1765,"m","Higher class","victim"
"other","well","convinced",1765,"m","Lower class","witness"
"other","too","little",1765,"f","Lower class","witness"
"other","very","safe",1765,"f","Lower class","witness"
"other","very","strong",1765,"m","Lower class","defendant"
"other","very","odd",1765,"m","Lower class","witness"
"other","very","surly",1765,"m","Lower class","witness"
"other","so","surly",1765,"m","Lower class","witness"
"other","very","odd",1765,"m","Lower class","witness"
"other","very","odd",1765,"m","Lower class","witness"
"other","very","silent",1765,"m","Lower class","witness"
"other","very","familiar",1765,"m","Lower class","witness"
"other","very","heavy",1765,"m","Lower class","witness"
"other","very","fresh",1765,"m","Lower class","witness"
"other","very","safe",1765,"m","Lower class","witness"
"other","very","safe",1765,"m","Lower class","victim"
"other","most","violent",1765,"m","Lower class","victim"
"other","quite","turbulent",1765,"m","Higher class","witness"
"other","very","loath",1765,"m","Higher class","witness"
"other","very","infamous",1765,"m","Higher class","witness"
"other","so","unruly",1765,"m","Higher class","witness"
"other","very","strong",1765,"m","Lower class","victim"
"other","so","proper",1765,"m","Lower class","victim"
"other","so","close",1765,"m","Higher class","witness"
"other","very","remarkable",1765,"m","Higher class","witness"
"other","very","good",1765,"m","Higher class","witness"
"other","very","honest",1765,"m","Higher class","witness"
"other","very","willing",1765,"m","Lower class","witness"
"other","so","long",1765,"m","Higher class","witness"
"other","very","stout",1765,"m","Higher class","witness"
"other","very","honest",1765,"m","Higher class","witness"
"ly ending","entirely","innocent",1765,"m","Lower class","defendant"
"other","very","large",1765,"m","Lower class","victim"
"other","very","exact",1765,"m","Lower class","victim"
"other","very","uneasy",1765,"m","Lower class","victim"
"other","quite","perpendicular",1765,"m","Lower class","witness"
"other","quite","upright",1765,"m","Lower class","witness"
"other","very","honest",1765,"m","Lower class","witness"
"other","very","sure",1765,"m","Lower class","witness"
"other","very","young",1765,"m","Higher class","victim"
"other","very","positive",1765,"m","Lower class","victim"
"other","very","sober",1765,"m","Lower class","witness"
"other","very","willing",1765,"m","Lower class","victim"
"other","too","lusty",1765,"m","Lower class","witness"
"other","very","odd",1765,"m","Lower class","witness"
"other","very","coarse",1765,"m","Lower class","witness"
"other","too","late",1765,"m","Lower class","victim"
"other","too","fine",1765,"m","Lower class","witness"
"other","so","particular",1766,"m","Higher class","lawyer"
"ly ending","particularly","bright",1766,"m","Higher class","lawyer"
"other","very","civil",1766,"m","Higher class","witness"
"other","very","smart",1766,"m","Higher class","witness"
"other","very","remarkable",1766,"m","Higher class","witness"
"other","too","light",1766,"m","Higher class","witness"
"other","very","sorry",1766,"f","Higher class","witness"
"other","so","drunk",1766,"f","Higher class","victim"
"other","very","good",1766,"f","Higher class","witness"
"other","very","sorry",1766,"m","Higher class","witness"
"other","very","long",1766,"m","Lower class","defendant"
"other","very","free",1766,"m","Lower class","witness"
"other","very","reputable",1766,"m","Lower class","witness"
"other","very","wet",1767,"m","Higher class","victim"
"other","very","solicitous",1767,"m","Higher class","victim"
"other","so","small",1767,"m","Higher class","witness"
"other","very","faint",1767,"m","Higher class","witness"
"other","very","black",1767,"m","Higher class","witness"
"other","Very","possible",1767,"m","Higher class","witness"
"other","so","long",1767,"m","Higher class","witness"
"other","much","stronger",1767,"m","Higher class","witness"
"other","very","large",1767,"m","Higher class","witness"
"other","much","lacerated",1767,"m","Higher class","witness"
"other","very","deplorable",1767,"m","Higher class","witness"
"other","very","different",1767,"m","Higher class","witness"
"other","very","bad",1767,"m","Higher class","witness"
"other","so","lacerated",1767,"m","Higher class","witness"
"other","quite","perfect",1767,"m","Higher class","witness"
"other","very","large",1767,"m","Higher class","witness"
"other","most","shocking",1767,"m","Higher class","witness"
"other","more","useful",1767,"m","Higher class","witness"
"other","very","doubtful",1767,"m","Higher class","lawyer"
"other","more","particular",1767,"m","Higher class","lawyer"
"ly ending","strictly","true",1767,"m","Higher class","lawyer"
"other","so","naked",1767,"m","Higher class","lawyer"
"other","so","ill",1767,"m","Higher class","lawyer"
"other","so","recent",1767,"m","Higher class","lawyer"
"other","very","careful",1767,"m","Higher class","judge"
"other","very","good",1767,"m","Higher class","witness"
"other","very","apprehensive",1767,"m","Higher class","witness"
"other","so","good",1767,"m","Higher class","witness"
"other","very","great",1767,"m","Higher class","witness"
"other","very","industrious",1767,"m","Higher class","witness"
"other","very","honest",1767,"m","Lower class","witness"
"other","very","sure",1767,"m","Lower class","victim"
"other","very","regular",1767,"f","Lower class","witness"
"other","so","regular",1767,"f","Lower class","witness"
"other","very","sober",1767,"m","Higher class","witness"
"other","very","humane",1767,"m","Higher class","witness"
"other","much","fresher",1767,"m","Higher class","witness"
"other","all","fresh",1767,"m","Higher class","witness"
"other","very","smart",1767,"f","Higher class","witness"
"other","very","troublesome",1767,"f","Higher class","witness"
"other","very","good",1767,"m","Higher class","victim"
"other","very","ill",1767,"f","Higher class","victim"
"other","very","good",1767,"m","Higher class","witness"
"other","very","bad",1767,"m","Higher class","witness"
"other","quite","stripped",1767,"m","Higher class","witness"
"other","very","free",1767,"m","Higher class","witness"
"other","very","ill",1767,"m","Higher class","victim"
"other","very","dark",1767,"m","Higher class","witness"
"other","very","odd",1767,"m","Lower class","witness"
"other","very","bad",1767,"f","Lower class","witness"
"other","very","good-tempered",1767,"f","Lower class","witness"
"other","very","sober",1767,"m","Lower class","witness"
"other","very","difficult",1767,"m","Lower class","witness"
"other","quite","cross",1767,"m","Lower class","witness"
"other","very","clean",1767,"m","Lower class","witness"
"other","very","slight",1767,"f","Lower class","victim"
"other","very","busy",1767,"m","Higher class","witness"
"other","very","resolute",1767,"m","Higher class","witness"
"other","very","sorry",1767,"m","Higher class","witness"
"other","very","worthy",1767,"m","Higher class","witness"
"other","very","brisk",1767,"m","Higher class","victim"
"other","quite","sober",1767,"m","Higher class","witness"
"other","very","remarkable",1767,"m","Lower class","victim"
"other","quite","clear",1767,"m","Lower class","witness"
"other","very","great",1767,"m","Lower class","witness"
"other","very","open",1767,"m","Lower class","victim"
"other","very","fine",1767,"m","Lower class","defendant"
"other","so","fuddled",1767,"m","Lower class","victim"
"other","dead","drunk",1767,"m","Lower class","defendant"
"other","very","good",1767,"m","Lower class","witness"
"other","so","bad",1767,"m","Lower class","witness"
"other","very","honest",1767,"m","Lower class","witness"
"other","very","bulky",1767,"m","Lower class","victim"
"other","quite","separate",1767,"m","Lower class","victim"
"other","very","good",1767,"m","Lower class","witness"
"other","very","bad",1767,"m","Lower class","witness"
"other","very","gay",1767,"m","Lower class","victim"
"other","very","ill",1767,"m","Lower class","witness"
"other","very","cool",1767,"m","Lower class","witness"
"other","so","honest",1767,"m","Lower class","victim"
"other","so","good",1767,"m","Lower class","victim"
"other","very","short",1767,"m","Lower class","witness"
"other","too","late",1767,"m","Lower class","victim"
"other","very","hard",1767,"m","Lower class","victim"
"other","very","honest",1767,"m","Lower class","witness"
"other","very","ill",1767,"m","Lower class","witness"
"other","very","bad",1767,"m","Lower class","witness"
"other","quite","sober",1767,"m","Lower class","witness"
"other","most","likely",1770,"m","Higher class","witness"
"other","very","large",1770,"m","Higher class","witness"
"other","quite","easy",1770,"m","Higher class","witness"
"other","very","young",1770,"m","Higher class","witness"
"other","very","large",1770,"m","Higher class","witness"
"other","very","rich",1770,"m","Higher class","lawyer"
"other","very","high",1770,"m","Higher class","judge"
"other","so","light",1770,"m","Higher class","judge"
"other","so","ill",1770,"m","Higher class","judge"
"ly ending","really","ill",1770,"m","Higher class","judge"
"ly ending","really","ill",1770,"m","Higher class","judge"
"other","so","free",1770,"m","Higher class","judge"
"other","very","proper",1770,"m","Higher class","judge"
"other","very","ill",1770,"m","Higher class","judge"
"other","very","strong",1770,"m","Lower class","witness"
"other","quite","clear",1770,"m","Lower class","victim"
"other","very","improper",1770,"m","Lower class","victim"
"other","very","improper",1770,"m","Lower class","victim"
"other","very","honest",1770,"m","Higher class","witness"
"other","very","ill",1770,"m","Higher class","victim"
"other","very","remarkable",1770,"m","Higher class","witness"
"other","too","powerful",1770,"m","Higher class","victim"
"other","very","near",1770,"m","Higher class","witness"
"other","so","particular",1770,"m","Higher class","witness"
"other","wide","open",1770,"f","Lower class","defendant"
"other","very","sorry",1770,"m","Lower class","witness"
"other","so","quick",1770,"m","Lower class","witness"
"other","too","dirty",1770,"m","Lower class","witness"
"other","too","long",1770,"m","Lower class","victim"
"other","very","plain",1770,"m","Lower class","witness"
"other","so","used",1770,"m","Lower class","witness"
"other","very","low",1770,"f","Lower class","witness"
"other","very","honest",1770,"m","Lower class","witness"
"other","very","sorry",1770,"m","Higher class","witness"
"other","very","fine",1770,"m","Higher class","witness"
"other","very","large",1770,"m","Lower class","victim"
"other","very","remarkable",1770,"m","Lower class","victim"
"other","very","remarkable",1770,"m","Lower class","victim"
"other","too","late",1770,"m","Lower class","witness"
"other","very","false",1770,"m","Lower class","defendant"
"other","very","sure",1770,"m","Lower class","victim"
"other","very","sorry",1770,"m","Lower class","witness"
"other","very","cold",1770,"m","Lower class","victim"
"other","very","sure",1770,"m","Lower class","witness"
"other","very","honest",1770,"m","Lower class","witness"
"other","very","honest",1770,"m","Lower class","witness"
"other","very","honest",1770,"m","Lower class","witness"
"other","very","honest",1770,"m","Lower class","witness"
"other","very","honest",1770,"m","Lower class","witness"
"other","more","corpulent",1770,"m","Lower class","witness"
"other","very","dark",1770,"m","Lower class","witness"
"other","very","dark",1770,"m","Lower class","victim"
"other","very","good",1770,"m","Higher class","witness"
"other","very","cheap",1770,"m","Higher class","witness"
"other","very","good",1770,"m","Lower class","witness"
"other","very","honest",1770,"m","Lower class","witness"
"other","very","bad",1770,"m","Lower class","witness"
"other","very","short",1770,"m","Lower class","witness"
"other","very","honest",1770,"m","Lower class","witness"
"other","too","late",1770,"m","Lower class","defendant"
"other","very","loose",1770,"m","Lower class","witness"
"other","very","good",1770,"m","Lower class","victim"
"other","very","sensible",1770,"m","Lower class","victim"
"other","very","sober",1770,"m","Lower class","victim"
"other","very","sure",1770,"m","Lower class","victim"
"other","too","hard",1771,"m","Higher class","lawyer"
"other","Very","well",1771,"m","Higher class","lawyer"
"other","Very","well",1771,"m","Higher class","lawyer"
"other","too","cautious",1771,"m","Higher class","lawyer"
"other","so","drunk",1771,"m","Higher class","lawyer"
"other","so","drunk",1771,"m","Higher class","lawyer"
"other","quite","drunk",1771,"m","Higher class","lawyer"
"other","so","restless",1771,"m","Higher class","judge"
"other","very","scarce",1771,"f","Lower class","witness"
"other","very","plain",1771,"m","Lower class","witness"
"other","very","bright",1771,"f","Higher class","victim"
"other","very","well",1771,"f","Higher class","victim"
"other","wide","open",1771,"f","Higher class","victim"
"other","quite","open",1771,"f","Higher class","victim"
"other","quite","wet",1771,"f","Higher class","victim"
"other","very","possible",1771,"f","Higher class","victim"
"other","very","ignorant",1771,"f","Higher class","victim"
"other","very","diligent",1771,"m","Higher class","witness"
"other","very","remarkable",1771,"m","Higher class","witness"
"other","very","particular",1771,"f","Lower class","witness"
"other","quite","doubled",1771,"f","Lower class","witness"
"other","very","ill",1771,"m","Higher class","witness"
"other","very","honest",1771,"m","Lower class","witness"
"other","very","thin",1771,"f","Lower class","victim"
"other","very","troublesome",1771,"f","Lower class","witness"
"other","very","cross",1771,"f","Lower class","witness"
"other","so","thin",1771,"m","Lower class","witness"
"other","all","ready",1771,"m","Lower class","victim"
"other","very","plain",1771,"m","Lower class","witness"
"other","too","late",1772,"m","Higher class","victim"
"other","very","honest",1772,"m","Higher class","lawyer"
"other","quite","light",1772,"m","Higher class","lawyer"
"other","quite","sober",1772,"m","Higher class","lawyer"
"other","very","dry",1772,"m","Higher class","lawyer"
"other","very","difficult",1772,"m","Higher class","lawyer"
"other","very","good",1772,"m","Higher class","lawyer"
"other","very","ingenious",1772,"m","Higher class","lawyer"
"other","so","wicked",1772,"m","Higher class","lawyer"
"other","most","valuable",1772,"m","Higher class","judge"
"other","very","difficult",1772,"m","Higher class","judge"
"other","very","sufficient",1772,"m","Higher class","judge"
"other","quite","light",1772,"m","Higher class","judge"
"other","very","intimate",1772,"m","Higher class","judge"
"ly ending","strictly","true",1772,"m","Higher class","judge"
"other","so","foolish",1772,"m","Higher class","victim"
"other","most","certain",1772,"m","Higher class","witness"
"other","very","particular",1772,"m","Higher class","victim"
"other","wide","open",1772,"f","Lower class","witness"
"other","very","dirty",1772,"m","Lower class","witness"
"other","very","wet",1772,"m","Lower class","witness"
"other","so","great",1772,"f","Lower class","witness"
"other","very","positive",1772,"f","Lower class","witness"
"other","so","heavy",1772,"m","Lower class","victim"
"other","more","violent",1772,"m","Lower class","witness"
"other","quite","innocent",1772,"m","Lower class","defendant"
"other","very","star-light",1772,"m","Lower class","victim"
"other","very","plain",1772,"m","Lower class","victim"
"other","very","clear",1772,"m","Lower class","victim"
"other","very","ingenious",1772,"m","Lower class","witness"
"other","more","particular",1772,"m","Lower class","witness"
"other","very","good",1772,"m","Lower class","victim"
"other","very","bad",1772,"m","Lower class","victim"
"other","very","honest",1772,"m","Lower class","witness"
"other","very","quiet",1772,"m","Lower class","witness"
"other","quite","innocent",1772,"m","Lower class","defendant"
"other","very","sober",1772,"m","Lower class","witness"
"other","very","contented",1772,"m","Lower class","victim"
"other","too","small",1772,"m","Lower class","victim"
"other","very","plain",1772,"m","Lower class","victim"
"other","so","disfigured",1772,"m","Lower class","victim"
"other","very","fine",1772,"m","Lower class","victim"
"other","very","regular",1772,"m","Lower class","victim"
"other","Very","genteel",1772,"f","Lower class","witness"
"other","very","dark",1772,"m","Lower class","witness"
"other","very","light",1772,"m","Lower class","witness"
"ly ending","exceedingly","good",1772,"m","Lower class","witness"
"other","very","bad",1773,"f","Higher class","witness"
"other","very","bad",1773,"f","Higher class","witness"
"other","very","high",1773,"f","Higher class","witness"
"other","very","good",1773,"m","Higher class","judge"
"other","very","certain",1773,"m","Higher class","judge"
"other","so","frightened",1773,"m","Higher class","judge"
"other","so","frightened",1773,"m","Higher class","judge"
"other","so","light",1773,"m","Higher class","judge"
"other","quite","positive",1773,"m","Higher class","judge"
"other","very","dark",1773,"m","Higher class","judge"
"other","so","dark",1773,"m","Higher class","judge"
"other","quite","loosed",1773,"m","Higher class","judge"
"other","so","great",1773,"m","Higher class","judge"
"ly ending","perfectly","sober",1773,"m","Higher class","judge"
"ly ending","perfectly","sober",1773,"m","Higher class","judge"
"ly ending","perfectly","sober",1773,"m","Higher class","judge"
"other","so","plentiful",1773,"m","Higher class","judge"
"other","quite","drunk",1773,"m","Higher class","judge"
"other","so","uneasy",1773,"m","Higher class","judge"
"other","so","light",1773,"m","Higher class","judge"
"other","very","black",1773,"m","Higher class","judge"
"other","very","handsome",1773,"m","Higher class","victim"
"other","very","fine",1773,"m","Higher class","victim"
"other","very","unaccountable",1773,"m","Higher class","victim"
"other","very","good",1773,"f","Higher class","victim"
"other","very","ill",1773,"f","Higher class","witness"
"other","very","ill",1773,"f","Higher class","witness"
"other","very","unhappy",1773,"f","Higher class","witness"
"other","very","cautious",1773,"m","Higher class","witness"
"other","very","worthy",1773,"m","Higher class","witness"
"other","very","honest",1773,"m","Higher class","witness"
"other","too","free",1773,"f","Higher class","witness"
"other","much","different",1773,"m","Higher class","witness"
"other","very","honest",1773,"m","Higher class","witness"
"other","very","steep",1773,"m","Higher class","witness"
"other","very","good",1773,"m","Higher class","witness"
"other","very","good",1773,"m","Higher class","witness"
"other","very","great",1773,"m","Higher class","witness"
"other","very","good",1773,"m","Higher class","witness"
"other","very","good",1773,"m","Higher class","witness"
"other","very","likely",1773,"m","Higher class","witness"
"other","very","fine",1773,"m","Higher class","witness"
"other","very","sure",1773,"m","Higher class","victim"
"other","very","small",1773,"m","Higher class","witness"
"other","very","bitter",1773,"f","Lower class","victim"
"other","quite","innocent",1773,"m","Lower class","defendant"
"other","very","bad",1773,"m","Higher class","witness"
"other","very","good",1773,"m","Higher class","witness"
"other","very","honest",1773,"m","Higher class","witness"
"other","very","fine",1773,"m","Lower class","witness"
"other","much","finer",1773,"m","Lower class","witness"
"other","very","long",1773,"m","Lower class","witness"
"other","very","disagreeable",1773,"m","Lower class","witness"
"other","very","cheap",1773,"m","Lower class","witness"
"other","very","good",1773,"f","Lower class","witness"
"other","so","remarkable",1773,"f","Lower class","witness"
"other","Very","violent",1773,"f","Lower class","witness"
"other","very","good",1773,"m","Lower class","witness"
"other","very","extraordinary",1773,"m","Lower class","defendant"
"other","very","honest",1773,"m","Lower class","witness"
"other","very","well",1773,"m","Lower class","witness"
"other","very","good",1773,"m","Lower class","witness"
"other","very","great",1773,"f","Lower class","witness"
"other","very","long",1773,"f","Lower class","witness"
"other","so","remarkable",1773,"f","Lower class","witness"
"other","very","light",1773,"m","Lower class","victim"
"other","very","natural",1773,"m","Lower class","defendant"
"other","very","remarkable",1773,"m","Lower class","witness"
"other","very","good",1773,"m","Lower class","witness"
"other","very","remarkable",1773,"m","Lower class","witness"
"other","very","long",1773,"m","Lower class","witness"
"other","Very","light",1773,"m","Lower class","witness"
"ly ending","particularly","star",1773,"m","Lower class","witness"
"other","too","irregular",1774,"m","Higher class","witness"
"other","very","tender",1774,"m","Higher class","witness"
"other","very","sore",1774,"f","Higher class","witness"
"other","quite","sure",1774,"m","Higher class","judge"
"other","so","rash",1774,"f","Higher class","witness"
"other","too","close",1774,"m","Lower class","victim"
"other","so","hoarse",1774,"f","Higher class","witness"
"other","all","wet",1774,"f","Higher class","witness"
"other","so","hoarse",1774,"f","Higher class","witness"
"other","very","notorious",1774,"m","Higher class","witness"
"other","so","small",1775,"m","Higher class","witness"
"other","very","diligent",1775,"m","Higher class","witness"
"other","very","extraordinary",1775,"m","Higher class","witness"
"other","very","happy",1775,"m","Higher class","defendant"
"other","most","arbitary",1775,"m","Higher class","defendant"
"ly ending","perfectly","satisfied",1775,"m","Higher class","defendant"
"ly ending","entirely","speechless",1775,"m","Higher class","witness"
"ly ending","exceedingly","short",1775,"m","Higher class","witness"
"ly ending","perfectly","visible",1775,"m","Higher class","witness"
"ly ending","entirely","ignorant",1775,"m","Higher class","witness"
"ly ending","entirely","ignorant",1775,"m","Higher class","witness"
"other","very","good",1775,"m","Higher class","witness"
"other","very","uneasy",1775,"f","Higher class","witness"
"other","very","dark",1775,"f","Higher class","witness"
"other","so","tight",1775,"f","Higher class","witness"
"other","very","dark",1775,"m","Higher class","lawyer"
"other","so","certain",1775,"m","Higher class","lawyer"
"other","very","willing",1775,"m","Higher class","lawyer"
"other","so","great",1775,"m","Higher class","lawyer"
"other","quite","exhausted",1775,"m","Higher class","lawyer"
"other","so","bad",1775,"m","Higher class","lawyer"
"ly ending","totally","unacquainted",1775,"m","Higher class","lawyer"
"other","very","imperfect",1775,"m","Higher class","lawyer"
"ly ending","terribly","ill",1775,"m","Higher class","lawyer"
"other","so","willing",1775,"m","Higher class","lawyer"
"other","very","attentive",1775,"m","Higher class","lawyer"
"other","quite","faint",1775,"m","Higher class","lawyer"
"other","very","close",1775,"m","Higher class","lawyer"
"other","very","fortunate",1775,"m","Higher class","lawyer"
"other","very","light",1775,"m","Higher class","lawyer"
"other","quite","dark",1775,"m","Higher class","lawyer"
"other","more","interesting",1775,"m","Higher class","lawyer"
"other","very","curious",1775,"m","Higher class","lawyer"
"other","very","particular",1775,"m","Higher class","lawyer"
"other","so","particular",1775,"m","Higher class","lawyer"
"other","so","sure",1775,"m","Higher class","lawyer"
"other","very","particular",1775,"m","Higher class","lawyer"
"other","very","significant",1775,"m","Higher class","lawyer"
"ly ending","totally","ignorant",1775,"m","Higher class","lawyer"
"other","very","accurate",1775,"m","Higher class","lawyer"
"other","very","remarkable",1775,"m","Higher class","lawyer"
"other","so","good",1775,"m","Higher class","lawyer"
"other","very","wild",1775,"m","Higher class","lawyer"
"other","so","anxious",1775,"m","Higher class","lawyer"
"other","very","indignant",1775,"m","Higher class","lawyer"
"other","quite","dark",1775,"m","Higher class","lawyer"
"other","Quite","flat",1775,"m","Higher class","lawyer"
"other","so","serious",1775,"m","Higher class","lawyer"
"other","so","light",1775,"m","Higher class","lawyer"
"ly ending","perfectly","distinct",1775,"m","Higher class","lawyer"
"other","quite","dark",1775,"m","Higher class","lawyer"
"other","very","commendable",1775,"m","Higher class","judge"
"other","quite","sure",1775,"m","Higher class","judge"
"other","most","innocent",1775,"m","Higher class","judge"
"ly ending","perfectly","sure",1775,"m","Higher class","judge"
"other","quite","sure",1775,"m","Higher class","judge"
"ly ending","perfectly","innocent",1775,"m","Higher class","judge"
"other","remarkably","happy",1775,"m","Higher class","judge"
"ly ending","totally","innocent",1775,"m","Higher class","judge"
